"BehaviorSpace results (NetLogo 6.2.0)"
"road-rage.nlogo"
"Control Exp:1"
"10/16/2021 01:39:12:976 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-8","8"
"[run number]","distance-to-travel","initial-number-of-road-rage-drivers","number-of-cops","acceleration","max-patience","number-of-cars","deceleration","[step]","count turtles","min [speed] of turtles","max [speed] of turtles","mean[speed] of turtles","min [patience] of turtles","max [patience] of turtles","mean[patience] of turtles"
"2","50000","5","2","0.006","50","20","0.02","160","20","0.359931734660501","0.7379317346605013","0.5534894374432601","-30","36","3.95"
"3","50000","5","2","0.006","50","20","0.02","160","20","0.516","0.8088472934753628","0.62212267222359","-62","47","1"
"5","50000","5","2","0.006","50","20","0.02","151","20","0.476","0.7960000000000003","0.6086248419645844","-44","48","4.45"
"2","50000","5","2","0.006","50","20","0.02","161","20","0.371931734660501","0.7239317346605013","0.5521894374432601","-30","36","3.9"
"3","50000","5","2","0.006","50","20","0.02","161","20","0.522","0.8148472934753628","0.6220226722235901","-63","47","0.85"
"5","50000","5","2","0.006","50","20","0.02","152","20","0.45599999999999996","0.8080000000000003","0.6015248419645844","-45","48","4.3"
"2","50000","5","2","0.006","50","20","0.02","162","20","0.383931734660501","0.7099317346605013","0.5535894374432602","-30","36","3.75"
"3","50000","5","2","0.006","50","20","0.02","162","20","0.528","0.8148472934753628","0.6138803075498218","-64","47","0.65"
"5","50000","5","2","0.006","50","20","0.02","153","20","0.46199999999999997","0.7940000000000003","0.6028337657960906","-45","48","4.15"
"2","50000","5","2","0.006","50","20","0.02","163","20","0.377931734660501","0.6959317346605013","0.55368943744326","-30","36","3.6"
"3","50000","5","2","0.006","50","20","0.02","163","20","0.534","0.7725479577763246","0.6057379428760539","-65","47","0.55"
"2","50000","5","2","0.006","50","20","0.02","164","20","0.363931734660501","0.6819317346605013","0.5567894374432599","-30","36","3.5"
"5","50000","5","2","0.006","50","20","0.02","154","20","0.46799999999999997","0.7800000000000002","0.6066337657960906","-45","48","4.1"
"2","50000","5","2","0.006","50","20","0.02","165","20","0.349931734660501","0.6679317346605013","0.54818943744326","-30","36","3.35"
"3","50000","5","2","0.006","50","20","0.02","164","20","0.52","0.7725479577763246","0.6074379428760538","-66","47","0.45"
"5","50000","5","2","0.006","50","20","0.02","155","20","0.474","0.7660000000000002","0.6104337657960907","-45","48","4.05"
"2","50000","5","2","0.006","50","20","0.02","166","20","0.33593173466050097","0.6539317346605013","0.5368430254603764","-30","36","3.1"
"3","50000","5","2","0.006","50","20","0.02","165","20","0.506","0.7725479577763246","0.6111379428760538","-67","47","0.3"
"5","50000","5","2","0.006","50","20","0.02","156","20","0.45399999999999996","0.7520000000000002","0.6029337657960905","-45","48","3.95"
"2","50000","5","2","0.006","50","20","0.02","167","20","0.32193173466050096","0.6399317346605012","0.5297430254603765","-30","36","2.85"
"3","50000","5","2","0.006","50","20","0.02","166","20","0.492","0.7725479577763246","0.6145379428760538","-68","47","0.15"
"5","50000","5","2","0.006","50","20","0.02","157","20","0.45999999999999996","0.7640000000000002","0.6080337657960905","-45","48","3.95"
"2","50000","5","2","0.006","50","20","0.02","168","20","0.32793173466050096","0.6400000000000001","0.5295430254603765","-30","36","2.7"
"5","50000","5","2","0.006","50","20","0.02","158","20","0.46599999999999997","0.7760000000000002","0.6086337657960904","-45","48","3.75"
"2","50000","5","2","0.006","50","20","0.02","169","20","0.33393173466050097","0.6133383665840204","0.5242430254603765","-31","36","2.5"
"3","50000","5","2","0.006","50","20","0.02","167","20","0.472","0.7725479577763246","0.6116379428760539","-69","47","0.05"
"5","50000","5","2","0.006","50","20","0.02","159","20","0.472","0.7880000000000003","0.6119337657960905","-45","48","3.65"
"2","50000","5","2","0.006","50","20","0.02","170","20","0.339931734660501","0.6133383665840204","0.5263430254603764","-32","36","2.4"
"3","50000","5","2","0.006","50","20","0.02","168","20","0.478","0.7725479577763246","0.6131379428760538","-70","47","0"
"5","50000","5","2","0.006","50","20","0.02","160","20","0.45199999999999996","0.8000000000000003","0.6057337657960906","-45","48","3.5"
"3","50000","5","2","0.006","50","20","0.02","169","20","0.484","0.7725479577763246","0.6149520155615407","-70","47","-0.15"
"2","50000","5","2","0.006","50","20","0.02","171","20","0.345931734660501","0.6140000000000001","0.5284430254603765","-33","36","2.25"
"5","50000","5","2","0.006","50","20","0.02","161","20","0.45799999999999996","0.8120000000000003","0.6108337657960907","-45","48","3.4"
"3","50000","5","2","0.006","50","20","0.02","170","20","0.49","0.7725479577763246","0.6160520155615405","-70","47","-0.25"
"2","50000","5","2","0.006","50","20","0.02","172","20","0.351931734660501","0.6200000000000001","0.5292430254603764","-34","36","2.05"
"5","50000","5","2","0.006","50","20","0.02","162","20","0.46399999999999997","0.8240000000000003","0.6046337657960905","-45","48","3.3"
"3","50000","5","2","0.006","50","20","0.02","171","20","0.496","0.7725479577763246","0.6195520155615406","-70","47","-0.3"
"3","50000","5","2","0.006","50","20","0.02","172","20","0.502","0.7725479577763246","0.6145520155615407","-70","47","-0.4"
"3","50000","5","2","0.006","50","20","0.02","173","20","0.508","0.7725479577763246","0.6186520155615406","-70","47","-0.5"
"2","50000","5","2","0.006","50","20","0.02","173","20","0.357931734660501","0.6260000000000001","0.5270430254603765","-35","36","1.8"
"3","50000","5","2","0.006","50","20","0.02","174","20","0.514","0.7725479577763246","0.6234520155615406","-70","47","-0.5"
"5","50000","5","2","0.006","50","20","0.02","163","20","0.47","0.8300000000000003","0.6094337657960907","-45","48","3.2"
"2","50000","5","2","0.006","50","20","0.02","174","20","0.353931734660501","0.6320000000000001","0.5278430254603765","-36","36","1.6"
"5","50000","5","2","0.006","50","20","0.02","164","20","0.476","0.8360000000000003","0.6142337657960906","-45","48","3.15"
"3","50000","5","2","0.006","50","20","0.02","175","20","0.514","0.7525479577763245","0.6202520155615407","-70","47","-0.55"
"2","50000","5","2","0.006","50","20","0.02","175","20","0.339931734660501","0.6380000000000001","0.5206430254603764","-37","36","1.4"
"3","50000","5","2","0.006","50","20","0.02","176","20","0.52","0.7480000000000002","0.6243520155615405","-70","47","-0.6"
"5","50000","5","2","0.006","50","20","0.02","165","20","0.482","0.8220000000000003","0.6159337657960905","-45","48","3"
"2","50000","5","2","0.006","50","20","0.02","176","20","0.32593173466050096","0.6180000000000001","0.5090430254603764","-37","36","1.15"
"3","50000","5","2","0.006","50","20","0.02","177","20","0.526","0.7540000000000002","0.6212098751397608","-70","47","-0.7"
"5","50000","5","2","0.006","50","20","0.02","166","20","0.488","0.8080000000000003","0.6197337657960906","-45","48","2.95"
"2","50000","5","2","0.006","50","20","0.02","177","20","0.33193173466050097","0.6133383665840204","0.5034430254603762","-37","36","0.85"
"3","50000","5","2","0.006","50","20","0.02","178","20","0.536","0.7600000000000002","0.6226098751397611","-70","47","-0.85"
"5","50000","5","2","0.006","50","20","0.02","167","20","0.494","0.7940000000000003","0.6233248419645843","-45","48","2.9"
"2","50000","5","2","0.006","50","20","0.02","178","20","0.33793173466050097","0.6133383665840204","0.5078430254603764","-37","36","0.7"
"5","50000","5","2","0.006","50","20","0.02","168","20","0.5","0.8060000000000003","0.6251248419645844","-45","48","2.85"
"2","50000","5","2","0.006","50","20","0.02","179","20","0.32399999999999984","0.6133383665840204","0.4985430254603765","-37","36","0.45"
"3","50000","5","2","0.006","50","20","0.02","179","20","0.524","0.7660000000000002","0.6267098751397611","-70","47","-0.9"
"5","50000","5","2","0.006","50","20","0.02","169","20","0.506","0.8180000000000003","0.627193661704557","-45","48","2.7"
"2","50000","5","2","0.006","50","20","0.02","180","20","0.30999999999999983","0.6133383665840204","0.5029430254603766","-37","36","0.25"
"3","50000","5","2","0.006","50","20","0.02","180","20","0.51","0.7720000000000002","0.6308098751397611","-70","47","-0.95"
"5","50000","5","2","0.006","50","20","0.02","170","20","0.512","0.8300000000000003","0.6319936617045572","-45","48","2.65"
"2","50000","5","2","0.006","50","20","0.02","181","20","0.2959999999999998","0.6140000000000001","0.5073430254603764","-37","36","0.05"
"3","50000","5","2","0.006","50","20","0.02","181","20","0.496","0.7780000000000002","0.6349098751397609","-70","47","-1"
"5","50000","5","2","0.006","50","20","0.02","171","20","0.518","0.8420000000000003","0.6361936617045572","-45","48","2.55"
"3","50000","5","2","0.006","50","20","0.02","182","20","0.482","0.7840000000000003","0.6320098751397609","-70","47","-1.05"
"2","50000","5","2","0.006","50","20","0.02","182","20","0.2819999999999998","0.6200000000000001","0.5053430254603765","-37","36","-0.1"
"3","50000","5","2","0.006","50","20","0.02","183","20","0.488","0.7900000000000003","0.6317239478252478","-70","47","-1.1"
"5","50000","5","2","0.006","50","20","0.02","172","20","0.524","0.8540000000000003","0.6390366489966717","-45","48","2.55"
"2","50000","5","2","0.006","50","20","0.02","183","20","0.2679999999999998","0.6260000000000001","0.4967430254603765","-37","36","-0.35"
"3","50000","5","2","0.006","50","20","0.02","184","20","0.494","0.7960000000000003","0.6355239478252476","-70","47","-1.15"
"5","50000","5","2","0.006","50","20","0.02","173","20","0.53","0.8400000000000003","0.6389366489966716","-45","48","2.4"
"2","50000","5","2","0.006","50","20","0.02","184","20","0.2539999999999998","0.6359317346605012","0.5017430254603763","-37","36","-0.55"
"3","50000","5","2","0.006","50","20","0.02","185","20","0.5","0.8020000000000003","0.6393239478252477","-70","47","-1.2"
"5","50000","5","2","0.006","50","20","0.02","174","20","0.536","0.8260000000000003","0.6424366489966715","-45","48","2.4"
"2","50000","5","2","0.006","50","20","0.02","185","20","0.2399999999999998","0.6479317346605012","0.4983430254603764","-37","36","-0.85"
"3","50000","5","2","0.006","50","20","0.02","186","20","0.506","0.8080000000000003","0.6361239478252477","-70","47","-1.3"
"5","50000","5","2","0.006","50","20","0.02","175","20","0.542","0.8120000000000003","0.6459366489966716","-45","48","2.4"
"3","50000","5","2","0.006","50","20","0.02","187","20","0.512","0.8140000000000003","0.6372239478252479","-70","47","-1.4"
"2","50000","5","2","0.006","50","20","0.02","186","20","0.2459999999999998","0.6339317346605012","0.4909430254603765","-38","36","-1.2"
"5","50000","5","2","0.006","50","20","0.02","176","20","0.548","0.7980000000000003","0.6494366489966716","-45","48","2.4"
"3","50000","5","2","0.006","50","20","0.02","188","20","0.518","0.8200000000000003","0.6407239478252478","-70","47","-1.5"
"5","50000","5","2","0.006","50","20","0.02","177","20","0.554","0.7840000000000003","0.6529366489966717","-45","48","2.4"
"2","50000","5","2","0.006","50","20","0.02","187","20","0.2519999999999998","0.6299317346605012","0.48254302546037636","-39","36","-1.4"
"3","50000","5","2","0.006","50","20","0.02","189","20","0.53","0.8260000000000003","0.6349239478252475","-70","47","-1.55"
"5","50000","5","2","0.006","50","20","0.02","178","20","0.56","0.7700000000000002","0.6564366489966716","-45","48","2.4"
"2","50000","5","2","0.006","50","20","0.02","188","20","0.2239999999999998","0.6359317346605012","0.48004302546037636","-40","36","-1.65"
"5","50000","5","2","0.006","50","20","0.02","179","20","0.5660000000000001","0.7640000000000002","0.6519796362887861","-45","48","2.3"
"3","50000","5","2","0.006","50","20","0.02","190","20","0.542","0.8320000000000003","0.635781807403468","-70","47","-1.65"
"2","50000","5","2","0.006","50","20","0.02","189","20","0.2359999999999998","0.6419317346605012","0.48404302546037653","-41","36","-1.9"
"5","50000","5","2","0.006","50","20","0.02","180","20","0.5720000000000001","0.7700000000000002","0.654479636288786","-45","48","2.25"
"3","50000","5","2","0.006","50","20","0.02","191","20","0.554","0.8380000000000003","0.6401818074034682","-70","47","-1.75"
"2","50000","5","2","0.006","50","20","0.02","190","20","0.2479999999999998","0.6479317346605012","0.4880430254603764","-42","36","-2.15"
"3","50000","5","2","0.006","50","20","0.02","192","20","0.5660000000000001","0.8440000000000003","0.6409818074034681","-70","47","-1.9"
"2","50000","5","2","0.006","50","20","0.02","191","20","0.2599999999999998","0.6539317346605013","0.4920430254603764","-43","36","-2.4"
"5","50000","5","2","0.006","50","20","0.02","181","20","0.5780000000000001","0.7800000000000002","0.652779636288786","-45","48","2.05"
"3","50000","5","2","0.006","50","20","0.02","193","20","0.5740000000000001","0.8500000000000003","0.645681807403468","-70","47","-1.95"
"2","50000","5","2","0.006","50","20","0.02","192","20","0.2399999999999998","0.6599317346605013","0.4835430254603764","-44","36","-2.8"
"5","50000","5","2","0.006","50","20","0.02","182","20","0.5788597458422897","0.7920000000000003","0.6558796362887861","-45","48","1.95"
"3","50000","5","2","0.006","50","20","0.02","194","20","0.5800000000000001","0.8560000000000003","0.6494818074034682","-70","47","-2.05"
"2","50000","5","2","0.006","50","20","0.02","193","20","0.2459999999999998","0.6659317346605013","0.4895430254603764","-45","36","-3"
"5","50000","5","2","0.006","50","20","0.02","183","20","0.5648597458422897","0.8040000000000003","0.6589796362887861","-45","48","1.85"
"3","50000","5","2","0.006","50","20","0.02","195","20","0.5860000000000001","0.8620000000000003","0.6538818074034681","-70","47","-2.15"
"2","50000","5","2","0.006","50","20","0.02","194","20","0.2519999999999998","0.6719317346605013","0.4942430254603763","-46","36","-3.2"
"5","50000","5","2","0.006","50","20","0.02","184","20","0.5508597458422897","0.8160000000000003","0.6620796362887861","-45","48","1.75"
"3","50000","5","2","0.006","50","20","0.02","196","20","0.5920000000000001","0.8680000000000003","0.6582818074034683","-70","47","-2.25"
"2","50000","5","2","0.006","50","20","0.02","195","20","0.2379999999999998","0.6779317346605013","0.4804761071311753","-46","36","-3.45"
"5","50000","5","2","0.006","50","20","0.02","185","20","0.5568597458422897","0.8020000000000003","0.6565395321972526","-45","48","1.6"
"3","50000","5","2","0.006","50","20","0.02","197","20","0.5980000000000001","0.8740000000000003","0.6621818074034682","-70","47","-2.35"
"2","50000","5","2","0.006","50","20","0.02","196","20","0.2439999999999998","0.6839317346605013","0.4800761071311753","-46","36","-3.6"
"5","50000","5","2","0.006","50","20","0.02","186","20","0.5368597458422897","0.8000000000000003","0.6352825194893671","-45","48","1.45"
"3","50000","5","2","0.006","50","20","0.02","198","20","0.5948848148252155","0.7525479577763245","0.6525818074034682","-70","47","-2.45"
"2","50000","5","2","0.006","50","20","0.02","197","20","0.2499999999999998","0.6899317346605013","0.4806761071311755","-46","36","-3.75"
"5","50000","5","2","0.006","50","20","0.02","187","20","0.5428597458422897","0.8060000000000003","0.6377825194893672","-45","48","1.35"
"3","50000","5","2","0.006","50","20","0.02","199","20","0.5808848148252155","0.7460000000000002","0.6559818074034682","-70","47","-2.55"
"2","50000","5","2","0.006","50","20","0.02","198","20","0.2559999999999998","0.6959317346605013","0.48367610713117537","-46","36","-3.95"
"5","50000","5","2","0.006","50","20","0.02","188","20","0.5488597458422897","0.8120000000000003","0.6402825194893671","-45","48","1.3"
"3","50000","5","2","0.006","50","20","0.02","200","20","0.5668848148252155","0.749197403699589","0.6568416775884476","-70","47","-2.7"
"2","50000","5","2","0.006","50","20","0.02","199","20","0.2619999999999998","0.7019317346605013","0.4866761071311753","-46","36","-4.15"
"5","50000","5","2","0.006","50","20","0.02","189","20","0.55","0.8180000000000003","0.6401735956578609","-45","48","1.2"
"3","50000","5","2","0.006","50","20","0.02","201","20","0.5528848148252155","0.749197403699589","0.6572416775884475","-70","47","-2.85"
"2","50000","5","2","0.006","50","20","0.02","200","20","0.2679999999999998","0.7079317346605013","0.4896761071311754","-46","36","-4.35"
"5","50000","5","2","0.006","50","20","0.02","190","20","0.556","0.8240000000000003","0.643373595657861","-45","48","1.2"
"3","50000","5","2","0.006","50","20","0.02","202","20","0.5388848148252154","0.7060000000000002","0.6548396669816885","-70","47","-3"
"2","50000","5","2","0.006","50","20","0.02","201","20","0.2739999999999998","0.7139317346605013","0.4851761071311754","-46","36","-4.65"
"5","50000","5","2","0.006","50","20","0.02","191","20","0.562","0.8300000000000003","0.6443825194893671","-45","48","1.1"
"3","50000","5","2","0.006","50","20","0.02","203","20","0.5248848148252154","0.7180000000000002","0.655895880088955","-70","47","-3.2"
"2","50000","5","2","0.006","50","20","0.02","202","20","0.2799999999999998","0.7199317346605013","0.48187610713117535","-46","36","-4.95"
"5","50000","5","2","0.006","50","20","0.02","192","20","0.5680000000000001","0.7220000000000002","0.642182519489367","-45","48","1.15"
"3","50000","5","2","0.006","50","20","0.02","204","20","0.5108848148252154","0.7300000000000002","0.6551520931962214","-70","47","-3.35"
"2","50000","5","2","0.006","50","20","0.02","203","20","0.2859999999999998","0.7259317346605013","0.4845761071311753","-47","36","-5.2"
"5","50000","5","2","0.006","50","20","0.02","193","20","0.5740000000000001","0.7280000000000002","0.644882519489367","-45","48","1.1"
"3","50000","5","2","0.006","50","20","0.02","205","20","0.4968848148252154","0.7240000000000002","0.6492520931962212","-70","47","-3.45"
"5","50000","5","2","0.006","50","20","0.02","194","20","0.5800000000000001","0.7340000000000002","0.6496825194893672","-45","48","1.1"
"2","50000","5","2","0.006","50","20","0.02","204","20","0.2919999999999998","0.7319317346605013","0.48727610713117536","-49","36","-5.5"
"3","50000","5","2","0.006","50","20","0.02","206","20","0.5028848148252154","0.7300000000000002","0.6492083063034876","-70","47","-3.55"
"5","50000","5","2","0.006","50","20","0.02","195","20","0.5860000000000001","0.7440000000000002","0.648282519489367","-45","48","1.05"
"2","50000","5","2","0.006","50","20","0.02","205","20","0.2979999999999998","0.7379317346605013","0.4872761071311754","-51","36","-5.8"
"3","50000","5","2","0.006","50","20","0.02","207","20","0.5088848148252154","0.7360000000000002","0.6526083063034877","-70","47","-3.65"
"5","50000","5","2","0.006","50","20","0.02","196","20","0.5855511509858989","0.7560000000000002","0.6482825194893672","-45","48","1"
"2","50000","5","2","0.006","50","20","0.02","206","20","0.3039999999999998","0.7439317346605013","0.4889761071311754","-52","36","-5.95"
"3","50000","5","2","0.006","50","20","0.02","208","20","0.5208848148252154","0.7420000000000002","0.6563083063034878","-70","47","-3.75"
"5","50000","5","2","0.006","50","20","0.02","197","20","0.5915511509858989","0.7680000000000002","0.6530084579678765","-45","48","1"
"2","50000","5","2","0.006","50","20","0.02","207","20","0.30999999999999983","0.7499317346605013","0.4873761071311754","-53","36","-6.2"
"2","50000","5","2","0.006","50","20","0.02","208","20","0.31599999999999984","0.7559317346605013","0.4884761071311754","-53","36","-6.4"
"5","50000","5","2","0.006","50","20","0.02","198","20","0.597551150985899","0.7800000000000002","0.6578083949281466","-45","48","1"
"3","50000","5","2","0.006","50","20","0.02","209","20","0.5328848148252154","0.7480000000000002","0.6549083063034876","-70","47","-3.9"
"2","50000","5","2","0.006","50","20","0.02","209","20","0.32199999999999984","0.7619317346605013","0.49287610713117547","-53","36","-6.5"
"5","50000","5","2","0.006","50","20","0.02","199","20","0.603551150985899","0.7660000000000002","0.6600083949281467","-45","48","0.9"
"3","50000","5","2","0.006","50","20","0.02","210","20","0.5448848148252154","0.7540000000000002","0.6585994415448201","-70","47","-3.95"
"5","50000","5","2","0.006","50","20","0.02","200","20","0.605551150985899","0.7700000000000002","0.6607083949281466","-45","48","0.8"
"1","50000","5","2","0.006","50","20","0.02","47","20","0.4079999999999999","0.8983101960587472","0.6493292009850498","-10","39","15.6"
"3","50000","5","2","0.006","50","20","0.02","211","20","0.5568848148252155","0.7600000000000002","0.6632432284375536","-70","47","-3.95"
"5","50000","5","2","0.006","50","20","0.02","201","20","0.5928597458422897","0.7760000000000002","0.6629083949281467","-45","48","0.75"
"3","50000","5","2","0.006","50","20","0.02","212","20","0.5688848148252155","0.7660000000000002","0.6674697194586268","-70","47","-3.95"
"1","50000","5","2","0.006","50","20","0.02","48","20","0.4139999999999999","0.8075339559814236","0.6437955924134245","-10","39","15.55"
"5","50000","5","2","0.006","50","20","0.02","202","20","0.5988597458422897","0.7820000000000003","0.6631083949281467","-45","48","0.7"
"3","50000","5","2","0.006","50","20","0.02","213","20","0.5760000000000001","0.7720000000000002","0.6715697194586269","-70","47","-3.95"
"5","50000","5","2","0.006","50","20","0.02","203","20","0.5855511509858989","0.7880000000000003","0.6639083949281466","-45","48","0.65"
"1","50000","5","2","0.006","50","20","0.02","49","20","0.41999999999999993","0.8075339559814236","0.6454955924134246","-11","39","15.4"
"3","50000","5","2","0.006","50","20","0.02","214","20","0.562","0.7760000000000002","0.67307765054056","-70","47","-4.05"
"5","50000","5","2","0.006","50","20","0.02","204","20","0.5915511509858989","0.7940000000000003","0.6658083949281466","-45","48","0.6"
"1","50000","5","2","0.006","50","20","0.02","50","20","0.42599999999999993","0.8075339559814236","0.6474955924134247","-12","39","15.3"
"3","50000","5","2","0.006","50","20","0.02","215","20","0.548","0.7820000000000003","0.6743776505405601","-70","47","-4.15"
"5","50000","5","2","0.006","50","20","0.02","205","20","0.597551150985899","0.8000000000000003","0.6677083949281466","-45","48","0.6"
"3","50000","5","2","0.006","50","20","0.02","216","20","0.534","0.7880000000000003","0.6761776505405601","-70","47","-4.25"
"1","50000","5","2","0.006","50","20","0.02","51","20","0.43199999999999994","0.8075339559814236","0.6485955924134246","-13","39","15.15"
"5","50000","5","2","0.006","50","20","0.02","206","20","0.603551150985899","0.8060000000000003","0.6709083949281466","-45","48","0.65"
"3","50000","5","2","0.006","50","20","0.02","217","20","0.52","0.7940000000000003","0.6779776505405601","-70","47","-4.4"
"5","50000","5","2","0.006","50","20","0.02","207","20","0.605551150985899","0.8098883291920724","0.6740028113877503","-45","48","0.65"
"3","50000","5","2","0.006","50","20","0.02","218","20","0.506","0.8000000000000003","0.6788200152143282","-70","47","-4.6"
"5","50000","5","2","0.006","50","20","0.02","208","20","0.605551150985899","0.8098883291920724","0.6766938875562442","-45","48","0.65"
"5","50000","5","2","0.006","50","20","0.02","209","20","0.6041259191748871","0.8098883291920724","0.6750028113877503","-45","48","0.55"
"3","50000","5","2","0.006","50","20","0.02","219","20","0.492","0.8060000000000003","0.6796200152143281","-70","47","-4.7"
"1","50000","5","2","0.006","50","20","0.02","52","20","0.43799999999999994","0.8075339559814236","0.6475955924134247","-13","39","15"
"5","50000","5","2","0.006","50","20","0.02","210","20","0.605551150985899","0.8098883291920724","0.6749028113877504","-45","48","0.5"
"3","50000","5","2","0.006","50","20","0.02","220","20","0.498","0.8120000000000003","0.6796762283215947","-70","47","-4.8"
"3","50000","5","2","0.006","50","20","0.02","221","20","0.504","0.8180000000000003","0.6718762283215947","-70","47","-4.95"
"5","50000","5","2","0.006","50","20","0.02","211","20","0.5855511509858989","0.8100000000000003","0.6754028113877502","-45","48","0.45"
"1","50000","5","2","0.006","50","20","0.02","53","20","0.44399999999999995","0.8075339559814236","0.6511955924134245","-13","39","15"
"3","50000","5","2","0.006","50","20","0.02","222","20","0.51","0.8240000000000003","0.6668762283215948","-70","47","-5.15"
"5","50000","5","2","0.006","50","20","0.02","212","20","0.55","0.8160000000000003","0.6656287498662598","-45","48","0.35"
"1","50000","5","2","0.006","50","20","0.02","54","20","0.44999999999999996","0.8075339559814236","0.6538955924134247","-14","39","14.9"
"3","50000","5","2","0.006","50","20","0.02","223","20","0.516","0.8300000000000003","0.6648338636478266","-70","47","-5.3"
"5","50000","5","2","0.006","50","20","0.02","213","20","0.556","0.8220000000000003","0.6685287498662597","-45","48","0.4"
"1","50000","5","2","0.006","50","20","0.02","55","20","0.45599999999999996","0.8075339559814236","0.6574955924134246","-14","39","14.85"
"3","50000","5","2","0.006","50","20","0.02","224","20","0.522","0.8160000000000003","0.6630338636478263","-70","47","-5.45"
"5","50000","5","2","0.006","50","20","0.02","214","20","0.562","0.8280000000000003","0.6712287498662597","-45","48","0.4"
"3","50000","5","2","0.006","50","20","0.02","225","20","0.528","0.8200000000000003","0.66537765054056","-70","47","-5.55"
"5","50000","5","2","0.006","50","20","0.02","215","20","0.5680000000000001","0.8340000000000003","0.6717287498662597","-45","48","0.3"
"1","50000","5","2","0.006","50","20","0.02","56","20","0.46199999999999997","0.8075339559814236","0.6607955924134246","-15","39","14.8"
"3","50000","5","2","0.006","50","20","0.02","226","20","0.534","0.8260000000000003","0.6671890771345309","-70","47","-5.6"
"5","50000","5","2","0.006","50","20","0.02","216","20","0.5740000000000001","0.8400000000000003","0.6649698827390393","-45","48","0.3"
"1","50000","5","2","0.006","50","20","0.02","57","20","0.46799999999999997","0.8075339559814236","0.6646955924134245","-15","39","14.8"
"3","50000","5","2","0.006","50","20","0.02","227","20","0.54","0.7740000000000002","0.6569890771345308","-70","47","-5.75"
"5","50000","5","2","0.006","50","20","0.02","217","20","0.5660000000000001","0.8460000000000003","0.6651698827390393","-45","48","0.25"
"5","50000","5","2","0.006","50","20","0.02","218","20","0.552","0.8520000000000003","0.6667698827390394","-45","48","0.2"
"3","50000","5","2","0.006","50","20","0.02","228","20","0.546","0.7662285318794143","0.6503890771345309","-70","47","-5.85"
"1","50000","5","2","0.006","50","20","0.02","58","20","0.474","0.8075339559814236","0.6672955924134245","-15","39","14.75"
"5","50000","5","2","0.006","50","20","0.02","219","20","0.538","0.8580000000000003","0.666569882739039","-45","48","0.1"
"3","50000","5","2","0.006","50","20","0.02","229","20","0.5461586216386655","0.7662285318794143","0.6531890771345309","-70","47","-5.9"
"1","50000","5","2","0.006","50","20","0.02","59","20","0.48","0.8075339559814236","0.6698955924134246","-15","39","14.75"
"5","50000","5","2","0.006","50","20","0.02","220","20","0.524","0.8640000000000003","0.6669698827390393","-45","48","0"
"3","50000","5","2","0.006","50","20","0.02","230","20","0.5321586216386655","0.7365298204214655","0.6499687857818925","-70","47","-6.1"
"1","50000","5","2","0.006","50","20","0.02","60","20","0.486","0.8075339559814236","0.6700955924134245","-15","39","14.7"
"5","50000","5","2","0.006","50","20","0.02","221","20","0.51","0.8654896195866006","0.6689443637183692","-45","48","-0.05"
"3","50000","5","2","0.006","50","20","0.02","231","20","0.5121586216386654","0.7360000000000002","0.6406502258427524","-70","47","-6.3"
"5","50000","5","2","0.006","50","20","0.02","222","20","0.496","0.8654896195866006","0.6708443637183693","-45","48","-0.1"
"1","50000","5","2","0.006","50","20","0.02","61","20","0.492","0.8075339559814236","0.6726955924134247","-15","39","14.7"
"3","50000","5","2","0.006","50","20","0.02","232","20","0.5041586216386654","0.7420000000000002","0.6434502258427525","-70","47","-6.45"
"5","50000","5","2","0.006","50","20","0.02","223","20","0.482","0.8654896195866006","0.6675354398868631","-45","48","-0.2"
"3","50000","5","2","0.006","50","20","0.02","233","20","0.4901586216386654","0.7480000000000002","0.6418502258427524","-70","47","-6.6"
"1","50000","5","2","0.006","50","20","0.02","62","20","0.498","0.8075339559814236","0.6737955924134245","-15","39","14.65"
"5","50000","5","2","0.006","50","20","0.02","224","20","0.488","0.8654896195866006","0.6698354398868631","-45","48","-0.2"
"3","50000","5","2","0.006","50","20","0.02","234","20","0.4961586216386654","0.7408848148252156","0.6308064389500186","-70","47","-6.75"
"1","50000","5","2","0.006","50","20","0.02","63","20","0.504","0.8100000000000003","0.6737955924134245","-15","39","14.65"
"5","50000","5","2","0.006","50","20","0.02","225","20","0.494","0.8654896195866006","0.6721354398868631","-45","48","-0.25"
"3","50000","5","2","0.006","50","20","0.02","235","20","0.5021586216386654","0.7408848148252156","0.6304064389500188","-70","47","-6.8"
"5","50000","5","2","0.006","50","20","0.02","226","20","0.5","0.8654896195866006","0.6682443637183694","-45","48","-0.45"
"1","50000","5","2","0.006","50","20","0.02","64","20","0.51","0.8160000000000003","0.6739955924134244","-16","39","14.6"
"3","50000","5","2","0.006","50","20","0.02","236","20","0.5081586216386654","0.7408848148252156","0.6239064389500188","-70","47","-6.9"
"5","50000","5","2","0.006","50","20","0.02","227","20","0.506","0.8654896195866006","0.6671443637183693","-45","48","-0.6"
"1","50000","5","2","0.006","50","20","0.02","65","20","0.516","0.8220000000000003","0.6772955924134245","-16","39","14.65"
"3","50000","5","2","0.006","50","20","0.02","237","20","0.4881586216386654","0.7408848148252156","0.6147064389500188","-70","47","-7"
